SEDE_ATENCION|DISTRITO_ATENCION|PROVINCIA_ATENCION|DEPARTAMENTO_ATENCION|CALIDAD MIGRATORIA|SEXO|EDAD|PROVINCIA_BENEFICIARIO|DEPARTAMENTO_BENEFICIARIO|NACIONALIDAD|ESTADO_CIVIL|ANIO_TRAMITE|MES_TRAMITE|CANTIDAD|FECHA_PROCESO
PUCALLPA|PUCALLPA|UCAYALI|LORETO|ESPECIAL RESIDENTE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CORONEL PORTILLO|UCAYALI|VENEZOLANA|CASADO(A)|2025|AGOSTO|1|2025-10-14
PUCALLPA|PUCALLPA|UCAYALI|LORETO|ESPECIAL RESIDENTE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CORONEL PORTILLO|UCAYALI|VENEZOLANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
PUCALLPA|PUCALLPA|UCAYALI|LORETO|ESPECIAL RESIDENTE|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|CORONEL PORTILLO|UCAYALI|VENEZOLANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
PUCALLPA|PUCALLPA|UCAYALI|LORETO|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|HUANUCO|HUANUCO|ARGENTINA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
PUCALLPA|PUCALLPA|UCAYALI|LORETO|PERMANENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|UCAYALI|LORETO|BELICEÑO|SOLTERO(A)|2025|AGOSTO|2|2025-10-14
PUCALLPA|PUCALLPA|UCAYALI|LORETO|RELIGIOSO RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|UCAYALI|LORETO|BELICEÑO|SOLTERO(A)|2025|AGOSTO|3|2025-10-14
PUCALLPA|PUCALLPA|UCAYALI|LORETO|RELIGIOSO RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|UCAYALI|LORETO|BELICEÑO|CASADO(A)|2025|AGOSTO|3|2025-10-14
PUCALLPA|PUCALLPA|UCAYALI|LORETO|PERMANENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|UCAYALI|LORETO|BELICEÑO|CASADO(A)|2025|AGOSTO|4|2025-10-14
PUCALLPA|PUCALLPA|UCAYALI|LORETO|PERMANENTE|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|UCAYALI|LORETO|BELICEÑO|SOLTERO(A)|2025|AGOSTO|3|2025-10-14
PUCALLPA|PUCALLPA|UCAYALI|LORETO|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|UCAYALI|LORETO|BOLIVIANA|CASADO(A)|2025|AGOSTO|3|2025-10-14
PUCALLPA|PUCALLPA|UCAYALI|LORETO|MERCOSUR TEMPORAL|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|UCAYALI|LORETO|BOLIVIANA|SOLTERO(A)|2025|AGOSTO|3|2025-10-14
PUCALLPA|PUCALLPA|UCAYALI|LORETO|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CORONEL PORTILLO|UCAYALI|BOLIVIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
PUCALLPA|PUCALLPA|UCAYALI|LORETO|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AMBO|HUANUCO|BRASILERA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
PUCALLPA|PUCALLPA|UCAYALI|LORETO|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AMBO|HUANUCO|BRASILERA|CASADO(A)|2025|AGOSTO|1|2025-10-14
PUCALLPA|PUCALLPA|UCAYALI|LORETO|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CORONEL PORTILLO|UCAYALI|BRASILERA|CASADO(A)|2025|AGOSTO|1|2025-10-14
PUCALLPA|PUCALLPA|UCAYALI|LORETO|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CORONEL PORTILLO|UCAYALI|CHILENA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
PUCALLPA|PUCALLPA|UCAYALI|LORETO|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|HUANUCO|HUANUCO|COLOMBIANA|SOLTERO(A)|2025|AGOSTO|2|2025-10-14
PUCALLPA|PUCALLPA|UCAYALI|LORETO|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LEONCIO PRADO|HUANUCO|COLOMBIANA|SOLTERO(A)|2025|AGOSTO|2|2025-10-14
PUCALLPA|PUCALLPA|UCAYALI|LORETO|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|UCAYALI|LORETO|COLOMBIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
PUCALLPA|PUCALLPA|UCAYALI|LORETO|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CORONEL PORTILLO|UCAYALI|COLOMBIANA|SOLTERO(A)|2025|AGOSTO|22|2025-10-14
PUCALLPA|PUCALLPA|UCAYALI|LORETO|MERCOSUR TEMPORAL|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|CORONEL PORTILLO|UCAYALI|COLOMBIANA|SOLTERO(A)|2025|AGOSTO|2|2025-10-14
PUCALLPA|PUCALLPA|UCAYALI|LORETO|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CORONEL PORTILLO|UCAYALI|ECUATORIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
PUCALLPA|PUCALLPA|UCAYALI|LORETO|FAMILIAR RESIDENTE-CASADO CON PERUANO(A) O EXTRANJERO(A) RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AMBO|HUANUCO|ESTADOUNIDENSE|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
PUCALLPA|PUCALLPA|UCAYALI|LORETO|RELIGIOSO RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CORONEL PORTILLO|UCAYALI|ESTADOUNIDENSE|CASADO(A)|2025|AGOSTO|2|2025-10-14
PUCALLPA|PUCALLPA|UCAYALI|LORETO|FAMILIAR RESIDENTE-CASADO CON PERUANO(A) O EXTRANJERO(A) RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TAMBOPATA|MADRE DE DIOS|FRANCESA|CASADO(A)|2025|AGOSTO|1|2025-10-14
PUCALLPA|PUCALLPA|UCAYALI|LORETO|RELIGIOSO RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CORONEL PORTILLO|UCAYALI|MEXICANA|CASADO(A)|2025|AGOSTO|2|2025-10-14
PUCALLPA|PUCALLPA|UCAYALI|LORETO|FORMACION RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CORONEL PORTILLO|UCAYALI|MOLDAVA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
PUCALLPA|PUCALLPA|UCAYALI|LORETO|ESPECIAL RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|HUANUCO|HUANUCO|VENEZOLANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
PUCALLPA|PUCALLPA|UCAYALI|LORETO|ESPECIAL RESIDENTE|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|HUANUCO|HUANUCO|VENEZOLANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
PUCALLPA|PUCALLPA|UCAYALI|LORETO|FORMACION RESIDENTE|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|HUANUCO|HUANUCO|VENEZOLANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
PUCALLPA|PUCALLPA|UCAYALI|LORETO|ESPECIAL RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|PASCO|PASCO|VENEZOLANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
PUCALLPA|PUCALLPA|UCAYALI|LORETO|ESPECIAL RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CORONEL PORTILLO|UCAYALI|VENEZOLANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
PUNO|PUNO|PUNO|PUNO|MERCOSUR TEMPORAL|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|BOLIVIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
PUNO|PUNO|PUNO|PUNO|MERCOSUR TEMPORAL|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|EL COLLAO|PUNO|BOLIVIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
PUNO|PUNO|PUNO|PUNO|MERCOSUR TEMPORAL|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|EL COLLAO|PUNO|BOLIVIANA|CASADO(A)|2025|AGOSTO|1|2025-10-14
PUNO|PUNO|PUNO|PUNO|FAMILIAR RESIDENTE-CASADO CON PERUANO(A) O EXTRANJERO(A) RESIDENTE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LAMPA|PUNO|BOLIVIANA|CASADO(A)|2025|AGOSTO|1|2025-10-14
PUNO|PUNO|PUNO|PUNO|MERCOSUR TEMPORAL|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|PUNO|PUNO|BOLIVIANA|SOLTERO(A)|2025|AGOSTO|2|2025-10-14
PUNO|PUNO|PUNO|PUNO|MERCOSUR TEMPORAL|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|SAN ROMAN|PUNO|BOLIVIANA|CASADO(A)|2025|AGOSTO|1|2025-10-14
PUNO|PUNO|PUNO|PUNO|MERCOSUR TEMPORAL|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|SAN ROMAN|PUNO|BOLIVIANA|DIVORCIADO(A)|2025|AGOSTO|1|2025-10-14
PUNO|PUNO|PUNO|PUNO|FAMILIAR RESIDENTE - PADRES DE PERUANO O EXTRANJERO RESIDENTE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|SAN ROMAN|PUNO|BOLIVIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
PUNO|PUNO|PUNO|PUNO|ESTATUTO MIGRATORIO ANDINO-TEMPORAL|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|SAN ROMAN|PUNO|BOLIVIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
PUNO|PUNO|PUNO|PUNO|FAMILIAR RESIDENTE-CASADO CON PERUANO(A) O EXTRANJERO(A) RESIDENTE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|SAN ROMAN|PUNO|BOLIVIANA|CASADO(A)|2025|AGOSTO|1|2025-10-14
PUNO|PUNO|PUNO|PUNO|FAMILIAR RESIDENTE - PADRES DE PERUANO O EXTRANJERO RESIDENTE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|SAN ROMAN|PUNO|BOLIVIANA|CASADO(A)|2025|AGOSTO|1|2025-10-14
PUNO|PUNO|PUNO|PUNO|MERCOSUR TEMPORAL|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|YUNGUYO|PUNO|BOLIVIANA|CASADO(A)|2025|AGOSTO|1|2025-10-14
PUNO|PUNO|PUNO|PUNO|MERCOSUR TEMPORAL|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|SAN ROMAN|PUNO|COLOMBIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
PUNO|PUNO|PUNO|PUNO|FORMACION TEMPORAL|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|PUNO|PUNO|ESTADOUNIDENSE|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
PUNO|PUNO|PUNO|PUNO|RELIGIOSO RESIDENTE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|EL COLLAO|PUNO|MEXICANA|SOLTERO(A)|2025|AGOSTO|2|2025-10-14
PUNO|PUNO|PUNO|PUNO|RELIGIOSO RESIDENTE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|PUNO|PUNO|MEXICANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
PUNO|PUNO|PUNO|PUNO|TRABAJADOR RESIDENTE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|SAN ROMAN|PUNO|MEXICANA|DIVORCIADO(A)|2025|AGOSTO|1|2025-10-14
PUNO|PUNO|PUNO|PUNO|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|BOLIVIANA|DIVORCIADO(A)|2025|AGOSTO|1|2025-10-14
PUNO|PUNO|PUNO|PUNO|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|BOLIVIANA|CASADO(A)|2025|AGOSTO|2|2025-10-14
PUNO|PUNO|PUNO|PUNO|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AZANGARO|PUNO|BOLIVIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
PUNO|PUNO|PUNO|PUNO|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHUCUITO|PUNO|BOLIVIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
PUNO|PUNO|PUNO|PUNO|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|EL COLLAO|PUNO|BOLIVIANA|CASADO(A)|2025|AGOSTO|1|2025-10-14
PUNO|PUNO|PUNO|PUNO|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|PUNO|PUNO|BOLIVIANA|SOLTERO(A)|2025|AGOSTO|5|2025-10-14
PUNO|PUNO|PUNO|PUNO|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|PUNO|PUNO|BOLIVIANA|CASADO(A)|2025|AGOSTO|2|2025-10-14
PUNO|PUNO|PUNO|PUNO|FAMILIAR RESIDENTE - PADRES DE PERUANO O EXTRANJERO RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|PUNO|PUNO|BOLIVIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
PUNO|PUNO|PUNO|PUNO|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|SAN ANTONIO DE PUTINA|PUNO|BOLIVIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
PUNO|PUNO|PUNO|PUNO|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|SAN ROMAN|PUNO|BOLIVIANA|CASADO(A)|2025|AGOSTO|2|2025-10-14
PUNO|PUNO|PUNO|PUNO|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|SAN ROMAN|PUNO|BOLIVIANA|DIVORCIADO(A)|2025|AGOSTO|1|2025-10-14
PUNO|PUNO|PUNO|PUNO|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|SAN ROMAN|PUNO|BOLIVIANA|SOLTERO(A)|2025|AGOSTO|4|2025-10-14
PUNO|PUNO|PUNO|PUNO|ESPECIAL RESIDENTE|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|SAN ROMAN|PUNO|BOLIVIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
PUNO|PUNO|PUNO|PUNO|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|YUNGUYO|PUNO|BOLIVIANA|CASADO(A)|2025|AGOSTO|1|2025-10-14
PUNO|PUNO|PUNO|PUNO|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|PUNO|PUNO|COLOMBIANA|CASADO(A)|2025|AGOSTO|1|2025-10-14
PUNO|PUNO|PUNO|PUNO|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|SAN ROMAN|PUNO|COLOMBIANA|SOLTERO(A)|2025|AGOSTO|3|2025-10-14
PUNO|PUNO|PUNO|PUNO|RELIGIOSO RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|PUNO|PUNO|HONDUREÑA|SOLTERO(A)|2025|AGOSTO|2|2025-10-14
PUNO|PUNO|PUNO|PUNO|ESPECIAL RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|SAN ROMAN|PUNO|VENEZOLANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
TACNA|TACNA|TACNA|TACNA|MERCOSUR TEMPORAL|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|ARGENTINA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
TACNA|TACNA|TACNA|TACNA|MERCOSUR TEMPORAL|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHUCUITO|PUNO|BOLIVIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
TACNA|TACNA|TACNA|TACNA|ESPECIAL RESIDENTE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|BOLIVIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
TACNA|TACNA|TACNA|TACNA|MERCOSUR TEMPORAL|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|BOLIVIANA|SOLTERO(A)|2025|AGOSTO|13|2025-10-14
TACNA|TACNA|TACNA|TACNA|FAMILIAR RESIDENTE - PADRES DE PERUANO O EXTRANJERO RESIDENTE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|BOLIVIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
TACNA|TACNA|TACNA|TACNA|FAMILIAR RESIDENTE - HIJOS(AS) MENORES DE EDAD DE PERUANO O EXTRANJERO RESIDENTE|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|TACNA|TACNA|BOLIVIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
TACNA|TACNA|TACNA|TACNA|MERCOSUR TEMPORAL|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|CHILENA|CASADO(A)|2025|AGOSTO|3|2025-10-14
TACNA|TACNA|TACNA|TACNA|MERCOSUR TEMPORAL|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|CHILENA|SOLTERO(A)|2025|AGOSTO|3|2025-10-14
TACNA|TACNA|TACNA|TACNA|MERCOSUR TEMPORAL|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|CHILENA|DIVORCIADO(A)|2025|AGOSTO|2|2025-10-14
TACNA|TACNA|TACNA|TACNA|FAMILIAR RESIDENTE - HIJOS(AS) MENORES DE EDAD DE PERUANO O EXTRANJERO RESIDENTE|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|TACNA|TACNA|CHILENA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
TACNA|TACNA|TACNA|TACNA|MERCOSUR TEMPORAL|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|COLOMBIANA|SOLTERO(A)|2025|AGOSTO|8|2025-10-14
TACNA|TACNA|TACNA|TACNA|ESTATUTO MIGRATORIO ANDINO-TEMPORAL|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|ECUATORIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
TACNA|TACNA|TACNA|TACNA|ESTATUTO MIGRATORIO ANDINO-TEMPORAL|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|ECUATORIANA|VIUDO(A)|2025|AGOSTO|1|2025-10-14
TACNA|TACNA|TACNA|TACNA|MERCOSUR TEMPORAL|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|ECUATORIANA|SOLTERO(A)|2025|AGOSTO|4|2025-10-14
TACNA|TACNA|TACNA|TACNA|FAMILIAR RESIDENTE - HIJOS(AS) MENORES DE EDAD DE PERUANO O EXTRANJERO RESIDENTE|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|TACNA|TACNA|ECUATORIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
TACNA|TACNA|TACNA|TACNA|ESPECIAL RESIDENTE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|VENEZOLANA|CASADO(A)|2025|AGOSTO|1|2025-10-14
TACNA|TACNA|TACNA|TACNA|FAMILIAR RESIDENTE - PADRES DE PERUANO O EXTRANJERO RESIDENTE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|VENEZOLANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
TACNA|TACNA|TACNA|TACNA|ESPECIAL RESIDENTE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|VENEZOLANA|SOLTERO(A)|2025|AGOSTO|2|2025-10-14
TACNA|TACNA|TACNA|TACNA|ESPECIAL RESIDENTE|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|TACNA|TACNA|VENEZOLANA|SOLTERO(A)|2025|AGOSTO|4|2025-10-14
TACNA|TACNA|TACNA|TACNA|FAMILIAR RESIDENTE - HIJOS(AS) MENORES DE EDAD DE PERUANO O EXTRANJERO RESIDENTE|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|TACNA|TACNA|VENEZOLANA|SOLTERO(A)|2025|AGOSTO|2|2025-10-14
TACNA|TACNA|TACNA|TACNA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|ARGENTINA|SOLTERO(A)|2025|AGOSTO|5|2025-10-14
TACNA|TACNA|TACNA|TACNA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|ARGENTINA|CASADO(A)|2025|AGOSTO|2|2025-10-14
TACNA|TACNA|TACNA|TACNA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|MARISCAL NIETO|MOQUEGUA|BOLIVIANA|CASADO(A)|2025|AGOSTO|1|2025-10-14
TACNA|TACNA|TACNA|TACNA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|BOLIVIANA|DIVORCIADO(A)|2025|AGOSTO|1|2025-10-14
TACNA|TACNA|TACNA|TACNA|FAMILIAR RESIDENTE-CASADO CON PERUANO(A) O EXTRANJERO(A) RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|BOLIVIANA|CASADO(A)|2025|AGOSTO|1|2025-10-14
TACNA|TACNA|TACNA|TACNA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|BOLIVIANA|CASADO(A)|2025|AGOSTO|1|2025-10-14
TACNA|TACNA|TACNA|TACNA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|BOLIVIANA|SOLTERO(A)|2025|AGOSTO|18|2025-10-14
TACNA|TACNA|TACNA|TACNA|ESTATUTO MIGRATORIO ANDINO-TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|BOLIVIANA|SOLTERO(A)|2025|AGOSTO|2|2025-10-14
TACNA|TACNA|TACNA|TACNA|RENTISTA RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|CANADIENSE|DIVORCIADO(A)|2025|AGOSTO|1|2025-10-14
TACNA|TACNA|TACNA|TACNA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|CHILENA|SOLTERO(A)|2025|AGOSTO|4|2025-10-14
TACNA|TACNA|TACNA|TACNA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|CHILENA|CASADO(A)|2025|AGOSTO|4|2025-10-14
TACNA|TACNA|TACNA|TACNA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|CHILENA|DIVORCIADO(A)|2025|AGOSTO|2|2025-10-14
TACNA|TACNA|TACNA|TACNA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|MARISCAL NIETO|MOQUEGUA|COLOMBIANA|CASADO(A)|2025|AGOSTO|1|2025-10-14
TACNA|TACNA|TACNA|TACNA|ESPECIAL RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|COLOMBIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
TACNA|TACNA|TACNA|TACNA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|COLOMBIANA|SOLTERO(A)|2025|AGOSTO|16|2025-10-14
TACNA|TACNA|TACNA|TACNA|MERCOSUR TEMPORAL|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|TACNA|TACNA|COLOMBIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
TACNA|TACNA|TACNA|TACNA|FAMILIAR RESIDENTE - PADRES DE PERUANO O EXTRANJERO RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|DOMINICANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
TACNA|TACNA|TACNA|TACNA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|ECUATORIANA|DIVORCIADO(A)|2025|AGOSTO|1|2025-10-14
TACNA|TACNA|TACNA|TACNA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|ECUATORIANA|SOLTERO(A)|2025|AGOSTO|6|2025-10-14
TACNA|TACNA|TACNA|TACNA|FAMILIAR RESIDENTE-CASADO CON PERUANO(A) O EXTRANJERO(A) RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|ESTADOUNIDENSE|CASADO(A)|2025|AGOSTO|1|2025-10-14
TACNA|TACNA|TACNA|TACNA|FAMILIAR RESIDENTE - PADRES DE PERUANO O EXTRANJERO RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|MEXICANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
TACNA|TACNA|TACNA|TACNA|ESPECIAL RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|SANTA|ANCASH|VENEZOLANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
TACNA|TACNA|TACNA|TACNA|ESPECIAL RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TACNA|TACNA|VENEZOLANA|SOLTERO(A)|2025|AGOSTO|8|2025-10-14
